,category,text,anger,Anticipation,Joy,Trust,Fear,Surprise,Sadness,Disgust
6041,열등감,내 가장 친한 친구의 승진 소식을 오늘 들었어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6042,열등감,오늘 친구의 연봉이 얼마인지 알게 되었어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6043,열등감,응원하는 팀이 우승하지 못해서 너무 속상해.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6044,열등감,최근 창업한 친구가 대박이 났다는 이야기를 들었어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6045,열등감,내가 원하는 회사에 친구가 붙었다는 소식을 듣고 기분이 너무 나빠.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6046,열등감,친구들이 나한테 청첩장을 달라고 하는데 난 친구들에게 내 결혼식을 알리고 싶지 않아.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6047,열등감,친구들이 내 결혼식장에 오면 우리 부부를 보여주는 게 용기가 나질 않아.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6048,열등감,우리 사회는 이성애자에 비해서 동성애자가 겪는 어려움이 너무 많아서 소외감을 많이 느껴.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6049,열등감,나는 매력이 없어서 그 사람이 나를 좋아할 줄 꿈에도 몰랐는데 오늘 좋아한다는 소릴 듣고 당황했어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6050,열등감,좋아하는 사람이 있었는데 그 사람도 나를 좋아할 줄 알았는데 고백했다가 거절당해서 많이 당황스러웠어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6051,열등감,좋아하는 사람이 있는데 오늘도 그를 봤는데 고백할 자신이 없어서 인사만 하고 지나쳤어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6052,열등감,내가 동성애자라는 걸 분명히 알게 된 후 너무 당황스럽고 다른 동료들을 보면 열등감이 느껴져.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6053,열등감,오늘 내가 좋아하는 사람이 내게 말을 건네 왔는데 너무 당황해서 고백하지 못했는데 지금 너무 후회가 돼.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6054,열등감,나보다 좋은 곳에서 많은 연봉을 받는 친구들을 보면 자존감이 떨어져.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6055,열등감,여자 친구네 집에 처음 가봤는데 고급 빌라여서 괜히 열등감이 들어서 당황스럽네.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6056,열등감,아내가 돈 많은 남자에게 시집간 자기 친구를 자꾸 내 앞에서 자랑해서 기분이 나빠.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6057,열등감,나 고백 받았는데 당황스럽네.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6058,열등감,나 어이없는 얘기를 들었어. 어이없네.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6059,열등감,아내랑 싸웠어. 기분이 안 좋네.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6060,열등감,과장님이 일 처리를 잘 못하셔서 너무 답답해. 내가 더 잘하는데 왜 난 주임인지 모르겠네.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6061,열등감,내 친구는 잘생긴 것은 아닌데 잘생겼다는 얘기를 자주 들어. 그럴 때마다 열등감이 느껴져.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6062,열등감,내 여자 동기는 얼굴 때문에 나보다 먼저 승진한 것 같아서 열등감을 느껴.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6063,열등감,예전에 함께 공부하던 친구가 텔레비전에 나왔어. 나도 데려가 주면 좋을 텐데.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6064,열등감,내 친구들 중에 내가 제일 실패한 것 같아서 열등감을 느껴.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6065,열등감,나는 아직 운전면허도 없는데 잘 사는 집 친구가 외제차를 타는 걸 보니 배가 아파.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6066,열등감,내 동기가 나보다 먼저 승진한다니 도저히 인정할 수 없어. 너무 당황스러워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6067,열등감,이번에 들어온 신입이 실수했는데도 상사와 동문이란 이유로 아무도 문책을 안 해서 화가 나.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6068,열등감,나는 저 동기보다 일을 훨씬 잘하는데도 상사는 그걸 몰라주니 서운하고 화가 나.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6069,열등감,나보다 못하던 친구가 좋은 회사에 들어갔다는데 당황스러워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6070,열등감,친구가 나보다 좋은 회사에 들어갔다는 말을 들었어. 나보다 못하던 녀석이었는데 당황스러워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6071,열등감,사실 내가 없었으면 못 했을 일인데 동기가 큰 활약으로 주목을 받아서 기분이 좋지 않아.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6072,열등감,아는 사람 중에 짜증이 나면서도 부러운 이상한 애가 있어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6073,열등감,오늘 내가 해결하지 못한 것을 마무리한 동기를 보고 너무 화가 났어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6074,열등감,결혼 예물을 준비하는데 여자 친구 어머님께서 예물이 너무 작다는 의도로 말씀을 하셔서 마음이 좋지 않아. 우리 집 형편이 부족한데 말이야.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6075,열등감,결혼하려고 하는데 친구랑 비교가 되네.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6076,열등감,아내는 이번에 승진했는데 나는 승진하지 못해 부끄러워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6077,열등감,내가 다니는 직장도 아내 권유로 입사하게 되었어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6078,열등감,집사람이 나를 자꾸 무시해.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6079,열등감,이번에도 승진에 실패했어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6080,열등감,아내는 대단해. 승진해서 연봉이 또 올랐어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6081,열등감,오늘도 집안일로 아내와 말싸움을 했는데 이길 수가 없어. 난 매번 아내에게 져.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6082,열등감,남들은 건강 관리도 잘하던데.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6083,열등감,이번에 친구들하고 등산 하고 왔어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6084,열등감,오늘 친구가 날 놀렸어. 기분이 몹시 나쁘네.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6085,열등감,집사람하고 같이 운동하러 못 가겠어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6086,열등감,나도 이제 오십 줄에 접어드니 혈기왕성하고 젊은 부하 직원들이 괜히 부럽고 그러더라고.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6087,열등감,요즘 헬스장에 다니는데 도무지 사람들을 못 따라가겠어. 내가 제일 체력이 떨어지는 것 같아.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6088,열등감,얼마 전에 헬스장에서 운동을 하다 다쳤어. 옆의 젊은 친구가 신경 쓰여서 페이스를 맞추다가 한심하게.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6089,열등감,오늘 대학생들이 웃고 떠들면서 지나가는 걸 봤어. 나도 그런 때가 있었는데 싶어 부럽더라.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6090,열등감,아들이 요새 축구에 빠져서 매일 공을 차러 나가는데 나도 모르게 참 부럽더라고.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6091,열등감,주변 친구들은 하나같이 운동을 좋아해서 몸매도 좋고 건강한데 그에 비해 나는 초라한 것 같아서 열등감이 들어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6092,열등감,쇼윈도에 비친 내 얼굴 보고 놀라고 축 늘어진 내 뱃살 보고 놀라고 이리저리 놀라운 하루야.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6093,열등감,요즘 자존감이 완전 바닥이야.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6094,열등감,친구들과 단체 사진을 찍었는데 내가 제일 뚱뚱하게 나왔어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6095,열등감,체력으로 젊은 사람을 이길 수는 없을꺼야.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6096,열등감,남편은 사십대 중반인데도 아직 젊고 건강한데 나는 늙어보여.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6097,열등감,내 친구가 나보다 피부가 훨씬 좋아서 친구가 먹고 있는 영양제를 따라 샀어. 질투가 났거든.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6098,열등감,헬스 갔는데 몸무게가 그대로야.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6099,열등감,요즘 젊은 애 엄마들은 우리 때랑은 다르게 늘씬하고 예쁜 옷도 잘 입는 걸 보고 놀랐어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6100,열등감,내가 젊었을 때는 오빠들 뒷바라지하느라 몸도 챙기지 못했는데 요즘 젊은 아가씨들을 보면 너무 부러워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6101,열등감,병원에서 병에 걸렸다는 진단을 받아서 너무 슬퍼. 그동안 고생한 내 인생이 너무 허무하게 느껴져.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6102,열등감,다른 아줌마들과 얘기할 때 아픈 곳도 많고 자랑할 것도 없는 내가 너무 초라하게 느껴져서 슬퍼.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6103,열등감,다리가 너무 아파서 나는 이제 뛰어다니지도 못하는 신세가 되어서 너무 힘들어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6104,열등감,나는 뱃살이 이렇게 많아졌는데 연예인들은 애를 낳고도 어떻게 몸매를 유지하는 건지 전혀 모르겠어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6105,열등감,텔레비전을 보면 다들 너무 잘 지내는 것 같아서 내가 너무 초라하게 느껴져.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6106,열등감,돈이라도 벌어야 내가 아픈 곳을 치료할 텐데 지금 나의 형편이 너무 좋지 않아서 괴로워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6107,열등감,요즘 몸과 마음이 다 힘들어서 사는 게 너무 괴로워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6108,열등감,요즘 집안일 때문에 온몸이 쑤시고 너무 힘들어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6109,열등감,우울증도 질병이라는 것을 이제야 깨달았어. 깨닫고 나니 더 우울해.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6110,열등감,내가 요새 계속 밥맛이 없었는데 그게 우울증 때문인걸 알게 되어서 너무 충격이야.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6111,열등감,돈이라도 벌어야 내가 아픈 곳을 치료할 텐데 지금 나의 형편이 너무 좋지 않아서 괴로워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6112,열등감,친구 장례식에 갔는데 직장생활을 오래 해서 그런지 화환이 많더라고. 부럽더라.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6113,열등감,나는 관절염으로 지팡이를 짚는데 친구는 멀쩡히 두 다리로 잘도 걷더라고.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6114,열등감,난 병들어 병원에 있는데 내 친구는 건강하고 그 나이에 사업까지 성공했어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6115,열등감,아 배 아파. 이번에 친구에게 논과 밭을 팔았는데 올해 대박이 났다고 하네?,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6116,열등감,나는 정말 잘하는 게 없나 봐. 아내는 뻣뻣한 손으로도 나보다 컴퓨터를 잘 다뤄.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6117,열등감,같은 병실에 있던 사람과 나도 똑같은 날짜에 수술했는데 그 사람이 먼저 퇴원했어. 속상해.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6118,열등감,요즘 들어서 건강에 대해 두렵고 자신이 없어!,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6119,열등감,친구 장례식에 갔는데 직장생활을 오래 해서 그런지 화환이 많더라고. 부럽더라.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6120,열등감,나는 관절염으로 지팡이를 짚는데 친구는 멀쩡히 두 다리로 잘도 걷더라고.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6121,열등감,난 병들어 병원에 있는데 내 친구는 건강하고 그 나이에 사업까지 성공했어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6122,열등감,아 배 아파. 이번에 친구에게 논과 밭을 팔았는데 올해 대박이 났다고 하네?,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6123,열등감,나는 정말 잘하는 게 없나 봐. 아내는 뻣뻣한 손으로도 나보다 컴퓨터를 잘 다뤄.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6124,열등감,같은 병실에 있던 사람과 나도 똑같은 날짜에 수술했는데 그 사람이 먼저 퇴원했어. 속상해.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6125,열등감,최근에 간암 초기에 걸렸는데 건강한 사람들 보면 부러워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6126,열등감,은퇴하고 만성질환으로 몸이 안좋아.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6127,열등감,아무래도 회사 동기 모임에는 이제 못 나가겠어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6128,열등감,앞으로 동창 모임에는 가지 말까 봐. 열등감이 느껴져서 영 안 좋아.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6129,열등감,나름 당뇨병에 대해서 잘 알고 있다고 생각했는데 말이야.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6130,열등감,고혈압때문에 친구 달리기를 따라잡기 힘드네. 산악회에서도 나혼자 뒤떨어져서 은근히 비교돼.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6131,열등감,열등감이 생기는 게 남을 의식해서 그런가?,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6132,열등감,오늘도 끼니를 라면으로 때우고 있었는데 갑자기 친동생이 찾아왔어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6133,열등감,나는 죽고 싶지 않아서 안절부절못하는데 나와 달리 마음의 여유가 있고 긍정적인 친구가 부러워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6134,열등감,나는 운동신경이 아주 무딘 편이라네.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6135,열등감,나이 드는 것도 서글픈데 돈도 없어. 오늘따라 나 자신이 초라하게 느껴져.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6136,열등감,내 친구들보다 내가 더 건강이 안 좋은 것 같아서 열등감이 느껴져.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6137,열등감,내가 유독 열등감을 느끼는 부분은 음식솜씨가 별로라는 점이지.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6138,열등감,어제 오랜만에 친구들과 가벼운 등산을 했는데 열등감이 느껴졌어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6139,열등감,친구들은 다들 어찌 그리 건강한지 모르겠어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6140,열등감,건강에 있어 열등감이 들어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6141,열등감,요즘 경제도 어렵고 건강이 더 걱정되고 노후도 걱정돼.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6142,열등감,친구녀석이 요즘 등산 다녀서 살을 많이 뺐더라. 나도 건강하려고 살 빼려는데 잘 안 돼.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6143,열등감,난 지병으로 건강치 않는데 친구는 정말 건강하더라. 기가 죽는 느낌이야.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6144,열등감,건강에 열등감이 들어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6145,열등감,젊은이들이 부러워. 나보다 건강하잖아.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6146,열등감,건강에 열등감을 느껴.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6147,열등감,옆집 할머니네 할아버지 장례식장에 많은 사람들이 와서 너무 부러워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6148,열등감,남들보다 내가 건강하다고 자부했었는데. 이렇게 갑자기 몸이 안 좋아질 줄 몰라서 너무 당황스러워.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6149,열등감,옆집 아줌마는 부자고 자식들도 잘나고 부러웠는데 건강이 안 좋단 얘길 듣고 속으로 다행이라고 생각했어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6150,열등감,남편이랑 나랑 똑같은 당뇨인데 똑같이 음식 먹고 운동하고 해도 나만 항상 수치가 안 좋아.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6151,열등감,노인정 사람들 자식들은 자주 찾아오고  용돈도 주는데 내 자식들은 잘 오지도 않고 용돈도 주지 않아.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6152,열등감,오늘 병원에 노인정 사람이 있어서 가봤더니 나보다 좋은 병실에 입원해 있지 뭐야.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6153,열등감,옆집 할머니는 건강해서 일자리도 잘 구하는데 나는 몸이 아프니 일자리를 구할 수가 없어.,45.0,17.5,0.0,0.0,50.0,17.5,12.5,47.5
6154,염세적인,세상 살아 가는 게 재미가 없어.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6155,염세적인,오랜만에 외식을 하지만 또 싸울 거야. 짜증나.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6156,염세적인,내가 죽는다고 해도 우리 가족은 놀라지 않을 거야. 슬퍼,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6157,염세적인,공부에 흥미가 없는데 부모님은 과외를 하라고 하셔. 돈 낭비인 것 같아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6158,염세적인,학교고 뭐고 다 재미없어. 그냥 학교 집을 왔다 갔다 하는 게 다야.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6159,염세적인,나는 가족과 함께 있어도 행복하지 않아서 슬퍼.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6160,염세적인,집에 있으면 늘 우울해.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6161,염세적인,다른 친구들은 집에 가고 싶어 하는데 나는 집에 가기 싫어.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6162,염세적인,가족과 함께 있어도 위로나 쉼을 얻지 못해서 슬퍼.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6163,염세적인,요즘 집에서 웃을 일이 없어서 슬퍼.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6164,염세적인,어차피 나도 죽을 텐데 다 부질없다는 생각이 들어서 요즘 힘들어.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6165,염세적인,가족과 함께 시간을 보내는 데에는 관심도 재미도 없어.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6166,염세적인,친구들이 나를 돼지라고 놀려 너무 슬퍼.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6167,염세적인,나는 소아마비 환자인데 친구들은 나를  쩔뚝이라고 놀려. 너무 슬퍼.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6168,염세적인,친구들에게 이유도 없이 맞았어. 너무 화가 나서 죽고 싶어.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6169,염세적인,키가 작다는 이유만으로 친구들에게 따돌림을 받고 성격도 안좋아진것 같아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6170,염세적인,난 부모님 닮아서 아무리 공부해도 성적이 안 올라.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6171,염세적인,친구들도 노력을 안 하는데 나는 미래를 위해 노력하려니 힘들어.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6172,염세적인,우리 가족은 나한테 너무 무관심해서 기분이 안 좋아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6173,염세적인,꿈은 이루어진다는 말을 들이면 스트레스를 받아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6174,염세적인,난 남들 다 받는 과외를 못 받아서 공부를 못하는 것 같아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6175,염세적인,언젠가는 전쟁이 나서 모두 죽을 텐데 지금 공부를 하는 게 무슨 의미일까?,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6176,염세적인,두 번이나 수능을 봤는데도 점수가 오르지 않았어. 또 수능 시험을 봐도 대학에 못 가면 어떡하지?,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6177,염세적인,내가 짝사랑하는 친구가 있는데 그 친구는 나를 좋아하지 않아. 그래서 요즘 너무 우울해.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6178,염세적인,내가 친구의 얼굴을 그렸는데 이 그림을 친구가 싫어할까 봐 못 보여주겠어.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6179,염세적인,내가 좋아하는 친구한테 고백하고 싶은데 고백하면 그 친구는 충격 받아 쓰러질 거야.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6180,염세적인,다른 사람이 나를 흉볼 때마다 내가 너무 쓸모 없는 사람인 것 같아 걱정 돼.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6181,염세적인,내가 오늘 친한 친구랑 처음으로 싸웠어. 그 친구랑 다시는 친하게 지내지 못할까 봐 너무 불안해.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6182,염세적인,내가 죽고 나면 나를 아무도 기억하지 못할까 봐 걱정이 돼.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6183,염세적인,사람들은 자신의 이익을 위해 친구를 사귀는 것 같아. 우정이란 것은 존재하지 않을 거야.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6184,염세적인,새 학기가 되니까 작년 친구들이랑 멀어져서 너무 슬퍼. 이 세상에 영원한 친구란 없을 거야.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6185,염세적인,고등학교에 올라온 뒤 중학교 친구들과 연락이 끊겨서 슬퍼.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6186,염세적인,친구들은 다 꿈을 향해 나아가는데 나만 제자리인 거 같아서 너무 불안해.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6187,염세적인,내 인생에 즐거운 일은 없을 것 같다는 생각이 들어서 슬퍼.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6188,염세적인,아무도 날 좋아해주지 않는 데 왜 살아야 하는지 모르겠어. 슬퍼.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6189,염세적인,학교 가기가 너무 싫어. 학교 생각만 해도 숨이 막혀.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6190,염세적인,죽으면 지금 힘든 것들을 모두 잊을 수 있을 것 같아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6191,염세적인,부모님이 원하는 대학을 가게 되었지만 부모님만 기쁠 거라는 생각이 들어.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6192,염세적인,난 성적이 잘 나와도 기쁘지 않아. 엄마한테만 좋은 일인 것 같아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6193,염세적인,공부가 뭐기에 툭하면 밤새면서 공부를 해야 할까? 문득 이런 생각이 들어서 힘이 빠졌어.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6194,염세적인,우리 집은 가난해서 내가 열심히 해서 대학을 가도 빚만 생길 거 같아. 우울해.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6195,염세적인,내가 이렇게 공부를 열심히 해도 예쁜 친구들이 다 성공하는 거 같아서 속상해.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6196,염세적인,세상은 언제나 나에게 내가 원하는 기회를 주지 않아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6197,염세적인,승진도 취업도 돈과 배경만 있으면 다 해결되는 세상이네.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6198,염세적인,상사가 내게 잡일을 자꾸 시키는 걸 보니 날 싫어하는 거 같아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6199,염세적인,나랑 직장 상사는 모든 부분에서 나와 맞지 않아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6200,염세적인,내가 취업을 못하는 게 남들 다 가는 어학연수를 못 가서인 거 같아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6201,염세적인,어차피 지원해봤자 면접에 떨어질 거야.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6202,염세적인,매일 똑같은 일상과 똑같은 일을 반복하다 보니 미칠 것 같아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6203,염세적인,회사에서 하는 모든 일이 비생산적인 것 투성인 거 같아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6204,염세적인,나를 괴롭히는 상사도 무엇이든 물어보는 신입도 월급을 적게 주는 회사도 싫어.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6205,염세적인,회사는 마치 전쟁터 같아.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6206,염세적인,세상에 내 적성에 맞는 일이 있을까 싶어.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6207,염세적인,내게 잘해주는 직장 동료는 무언가 원하는 게 있을 거야.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6208,염세적인,공무원인 친구가 외제차를 샀다고 하네. 말도 안 되는 일 아닌가?,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6209,염세적인,값비싼 시계를 취미로 모으는 친구가 있는데 그 친구를 보면 내 신세가 서글퍼져.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6210,염세적인,타인과 너무 깊은 관계를 만들어 봤자 모두 쓸모없어. 이런 현실이 슬퍼.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6211,염세적인,남들은 모두 나에게 대가를 바라고 나에게 잘해 준다는 생각이 들어서 세상이 싫어져.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
6212,염세적인,무턱대고 아무나 믿어서는 안 되겠어. 슬프지만 이 것이 현실이야.,25.0,12.5,0.0,0.0,25.0,30.0,70.0,45.0
